player_name,card_id,sale_date,sold_price
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2024-11-20 14:11:07+00:00,50.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2024-12-08 23:12:00+00:00,40.8
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-01-10 23:52:31+00:00,49.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-03-16 23:14:00+00:00,48.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-04-06 16:00:00+00:00,83.36
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-04-06 16:53:43+00:00,99.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-04-06 23:12:00+00:00,40.8
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-04-13 23:12:00+00:00,40.8
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-04-13 23:12:00+00:00,34.8
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-05-11 23:14:00+00:00,76.8
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-07-13 22:14:49+00:00,55.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2025-09-07 23:30:00+00:00,36.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-02-17 09:23:04+00:00,55.28
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-04-02 22:35:20+00:00,81.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-04-06 03:04:00+00:00,75.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-04-09 20:03:30+00:00,78.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-04-11 16:04:14+00:00,89.99
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-04-29 16:00:00+00:00,111.15
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-05-15 00:00:00+00:00,88.0
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-05-17 00:00:00+00:00,85.99
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-05-17 00:00:00+00:00,66.53
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-05-21 00:00:00+00:00,90.72
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-06-07 00:00:00+00:00,66.99
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-06-07 00:00:00+00:00,79.99
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-06-14 00:00:00+00:00,90.98
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-06-16 00:00:00+00:00,69.74
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-07-05 00:00:00+00:00,57.01
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-07-06 00:00:00+00:00,60.47
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-07-06 00:00:00+00:00,70.38
Elly De La Cruz,Elly De La Cruz_2024 Topps Chrome PSA 10,2026-07-14 00:00:00+00:00,62.7
Jackson Chourio,Jackson Chourio_2024 Topps Chrome PSA 10,2024-11-17 23:18:00+00:00,25.2
Jackson Chourio,Jackson Chourio_2024 Topps Chrome PSA 10,2024-12-16 06:34:36+00:00,34.0
Jackson Chourio,Jackson Chourio_2024 Topps Chrome PSA 10,2025-01-26 23:13:00+00:00,32.4
Jackson Chourio,Jackson Chourio_2024 Topps Chrome PSA 10,2025-02-23 23:19:00+00:00,37.2
Jackson Chourio,Jackson Chourio_2024 Topps Chrome PSA 10,2026-05-20 00:00:00+00:00,55.82
Jackson Chourio,Jackson Chourio_2024 Topps Chrome PSA 10,2026-05-20 00:00:00+00:00,56.0
